"source,""target"",""path"",""path_length"",""path_sign"""
"Hospital Capacity strain,""30-Day Readmission Rate"",""Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""+"""
"Hospital Capacity strain,""30-Day Readmission Rate"",""Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""+"""
"Hospital Capacity strain,""30-Day Readmission Rate"",""Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",6,""-"""
"Hospital Capacity strain,""30-Day Readmission Rate"",""Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",7,""-"""
"Hospital Capacity strain,""30-Day Readmission Rate"",""Hospital Capacity strain -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",8,""-"""
"Hospital Capacity strain,""30-Day Readmission Rate"",""Hospital Capacity strain -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",7,""+"""
"Hospital Capacity strain,""30-Day Readmission Rate"",""Hospital Capacity strain -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",4,""+"""
"Hospital Efficiency Mandates,""30-Day Readmission Rate"",""Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""-"""
"Hospital Efficiency Mandates,""30-Day Readmission Rate"",""Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",10,""-"""
"Hospital Efficiency Mandates,""30-Day Readmission Rate"",""Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",11,""-"""
"Hospital Efficiency Mandates,""30-Day Readmission Rate"",""Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",6,""-"""
"Hospital Efficiency Mandates,""30-Day Readmission Rate"",""Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",7,""-"""
"Hospital Efficiency Mandates,""30-Day Readmission Rate"",""Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",8,""-"""
"Hospital Efficiency Mandates,""30-Day Readmission Rate"",""Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",10,""-"""
"Hospital Efficiency Mandates,""30-Day Readmission Rate"",""Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",11,""-"""
"Hospital Efficiency Mandates,""30-Day Readmission Rate"",""Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""-"""
"Hospital Efficiency Mandates,""30-Day Readmission Rate"",""Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",7,""-"""
"Hospital Efficiency Mandates,""30-Day Readmission Rate"",""Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",8,""-"""
"Hospital Efficiency Mandates,""30-Day Readmission Rate"",""Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",9,""-"""
"Hospital Efficiency Mandates,""30-Day Readmission Rate"",""Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",4,""+"""
"Hospital Efficiency Mandates,""30-Day Readmission Rate"",""Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",5,""+"""
"Hospital Efficiency Mandates,""30-Day Readmission Rate"",""Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",6,""+"""
"Hospital Efficiency Mandates,""30-Day Readmission Rate"",""Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",8,""+"""
"Hospital Efficiency Mandates,""30-Day Readmission Rate"",""Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",5,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",5,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",6,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",7,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",9,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",6,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",5,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",6,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",7,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",9,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",6,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",13,""-"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",10,""-"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",7,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",8,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",9,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""-"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",7,""-"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",4,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",5,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",6,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",6,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",7,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",8,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",7,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",6,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",7,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",8,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",7,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",14,""-"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",11,""-"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",9,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",11,""-"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""-"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",5,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",6,""+"""
"Hospital Operating Costs,""30-Day Readmission Rate"",""Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",7,""+"""
"Medical Error Rate (Care Quality),""30-Day Readmission Rate"",""Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",9,""-"""
"Medical Error Rate (Care Quality),""30-Day Readmission Rate"",""Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",6,""-"""
"Medical Error Rate (Care Quality),""30-Day Readmission Rate"",""Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",3,""+"""
"Medical Error Rate (Care Quality),""30-Day Readmission Rate"",""Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",4,""+"""
"Medical Error Rate (Care Quality),""30-Day Readmission Rate"",""Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",5,""+"""
"Medication Adherence,""30-Day Readmission Rate"",""Medication Adherence -> Complications -> 30-Day Readmission Rate"",2,""-"""
"Medication Reconciliation Accuracy,""30-Day Readmission Rate"",""Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",1,""-"""
"Municipal Care Burden/Workload,""30-Day Readmission Rate"",""Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",4,""+"""
"Municipal Investment,""30-Day Readmission Rate"",""Municipal Investment -> Access to Primary/Outpatient Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",4,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",9,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",9,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",16,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",13,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",10,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",11,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",13,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",10,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",7,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",8,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",9,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",10,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",11,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",13,""+"""
